timestamp,pm2_5,pm10,no2,o3,so2,co,aqi
46:43.2,162.46,146.45,41.1,119.59,34.98,539.47,5
46:43.2,119.39,198.15,26.09,107.01,29.54,757.49,4
46:43.2,91.49,210.33,49.15,76.93,30.45,432.39,4
46:43.2,63.61,184.69,35.41,35.73,24.67,239.7,4
46:43.2,85.34,221.47,37.09,104.82,38.15,211.49,4
46:43.2,85.87,249.92,38.44,83.91,22.37,696.12,4
46:43.2,141.07,274.01,68.18,40.34,18.32,514.84,4
46:43.2,129.99,191.54,52.35,38.45,10.71,665.15,4
46:43.2,153.39,129.35,38.68,111.87,32.52,340.66,5
46:43.2,108.73,277.04,56.62,90.23,30.71,407.05,4
46:43.2,68.56,249.88,62.97,104.64,18.45,218.06,4
46:43.2,126.64,123.9,36.36,109.11,5.88,776.9,4
46:43.2,137.89,260.43,44.81,81.46,34.36,600.72,4
46:43.2,113.38,246.23,27.31,76.57,5.4,759.92,4
46:43.2,134.18,187.74,30.87,68.74,29.63,359.3,4
46:43.2,118.57,225.12,60.87,58.53,38.96,566.88,4
46:43.2,116.17,181.57,30.89,69.11,20.32,607.1,4
46:43.2,107.28,125.16,51.51,99.65,13.22,390.53,4
46:43.2,57.29,163.87,62.54,84.17,29.67,708.87,4
46:43.2,67.04,243.11,26.41,110.33,33.6,768.3,4
46:43.2,57.28,108.54,54.04,69.9,24.13,730.91,4
46:43.2,119.95,158.35,35.39,84.64,38.85,643.44,4
46:43.2,87.03,170.69,77.78,86.82,6.81,366.48,4
46:43.2,117.76,210.88,49.01,83.25,22.67,368.97,4
46:43.2,161.65,273.3,68.36,93.24,30.15,778.02,5
46:43.2,84.48,171.33,53.01,51.37,35.19,206.17,4
46:43.2,101.6,169.68,22.6,76.11,11.27,629.63,4
46:43.2,149.11,250.14,57.99,39.38,33,623.75,4
46:43.2,76.64,176.5,77.08,64.61,24.34,573.61,4
46:43.2,62.6,145.04,56.1,73.89,18.88,794.07,4
46:43.2,86.56,183.98,69.15,88.7,9.61,387.13,4
46:43.2,77.04,141.14,73.05,115.55,35.29,403.98,4
46:43.2,171.39,151.6,33.68,84.06,10.5,247.36,5
46:43.2,141.08,188.47,32.72,96.92,15.84,465.68,4
46:43.2,133.73,192.13,56.66,75.56,15.15,356.63,4
46:43.2,160.86,278.24,44.66,87.07,35.5,406.03,5
46:43.2,140.27,166.08,70.39,36.38,28.54,700.74,4
46:43.2,75.79,206.53,74,52.9,32.88,761.29,4
46:43.2,153.95,215.4,41.21,62.57,13.77,311.44,5
46:43.2,124.36,122,34.21,72.52,26.87,423.51,4
46:43.2,139.76,213.29,66.83,34.11,25.01,757.18,4
46:43.2,163.04,147.97,36.49,42.6,34.15,237.09,5
46:43.2,89.45,266.98,69.36,54.91,36.71,255.42,4
46:43.2,70.58,141.49,45.42,117.44,5.43,297.67,4
46:43.2,80.6,179.58,60.05,59.82,28.59,557.13,4
46:43.2,105,127.75,25.73,73.38,6.81,290.28,4
46:43.2,154.63,292.75,57.43,47.65,24.21,780.85,5
46:43.2,159.02,204.9,47.11,84.97,15.07,468.03,5
46:43.2,59.75,223.12,55.2,55.26,15.74,500.91,4
46:43.2,106.08,115.51,30.08,48.63,17.35,348,4
46:43.2,105.57,244.52,64.21,76.49,26.75,482.58,4
46:43.2,76.72,139.69,71.77,30.5,16.69,597.15,4
46:43.2,68.59,259.71,33,30.69,30.64,650.71,4
46:43.2,94.46,147.48,25.74,49.72,19.16,652.32,4
46:43.2,159.36,142.03,21.42,33.3,7.39,546.73,5
46:43.2,92.46,118.47,58.52,39.72,32.43,742.62,4
46:43.2,122.2,204.88,56.43,60.5,15,690.44,4
46:43.2,127.72,196.11,52.8,102.23,20.15,654.23,4
46:43.2,99.15,126.12,33.92,81.48,28.99,233.36,4
46:43.2,162.39,238.69,43.45,76.14,16.64,204.13,5
46:43.2,155.21,178.29,55.67,56.41,6.98,327.47,5
46:43.2,80.09,190.34,49.81,113.86,18.09,598.11,4
46:43.2,118.86,197.99,79.27,65.73,38.06,446.72,4
46:43.2,94.56,189.05,28.19,37.84,27.46,441.44,4
46:43.2,93.01,218,61.71,85.54,28.5,730.75,4
46:43.2,64.35,147.78,44.26,40.25,27.13,737.34,4
46:43.2,119.09,136.62,45.69,61.07,11.96,745.51,4
46:43.2,109.98,251.48,63.06,75.67,19.64,388.33,4
46:43.2,63.26,277.5,61.55,108.68,31.28,614.63,4
46:43.2,87.01,174.31,79.48,74.42,8.55,362.98,4
46:43.2,155.89,155.65,27.7,93.2,14.72,314.37,5
46:43.2,81.15,215.72,26.25,119.35,14.67,310.78,4
46:43.2,73.2,183.09,63.46,41.83,20.12,405.26,4
46:43.2,112.02,117.52,54.7,54.73,39.31,457.97,4
46:43.2,158.35,131.55,36.45,65.51,7.36,698.57,5
46:43.2,82.77,231.35,24.77,67.96,23.15,271.93,4
46:43.2,132.28,224.4,25.14,66.99,11.28,640.96,4
46:43.2,142.72,117.72,73.65,111.68,38.97,518.87,4
46:43.2,79.19,143.11,31.51,94.26,8.97,372.77,4
46:43.2,142.32,156.04,39.4,84.71,19.13,495.69,4
46:43.2,90.6,209.62,33.6,57.84,30.83,379.97,4
46:43.2,124.19,112.92,41.3,104.14,29.66,557.65,4
46:43.2,132.04,134.67,24.17,115.96,19.8,460.31,4
46:43.2,117.07,248.63,51.14,103.91,17.13,298.64,4
46:43.2,63.86,137.15,24.06,30.14,18.92,269.95,4
46:43.2,153.72,227.83,68.02,87.28,14.25,528.02,5
46:43.2,92.81,153.48,34.02,34.6,12.19,741.45,4
46:43.2,80.14,134.15,52.4,53.18,21.91,406.37,4
46:43.2,62.6,157.98,72.8,35.36,14.4,639.8,4
46:43.2,124.1,237.01,59.05,84.34,15.06,595.2,4
46:43.2,131.66,255.33,51.98,91.79,27.99,758.93,4
46:43.2,54.83,238.3,39.46,40.3,38.9,692.59,3
46:43.2,109.49,172.63,39.98,64.55,26.13,539.96,4
46:43.2,80.43,221.65,60.17,71.06,7.69,594.22,4
46:43.2,130.08,148.51,79.65,63.21,7.65,739.03,4
46:43.2,75.68,161.56,59.71,40.89,38.3,439.71,4
46:43.2,129.35,254.64,53.47,67.71,15.41,396.08,4
46:43.2,92.31,106.13,63.84,97.61,8.22,206.49,4
46:43.2,160.83,126.3,47.91,36.39,25.97,695.93,5
46:43.2,69.22,142.43,23.61,37.22,26.83,680.59,4
46:43.2,97.36,120.36,53.74,61.93,27.7,262.67,4
46:43.2,64.04,132.79,77.46,114.76,14.36,546.11,4
46:43.2,161.5,212.5,30.52,90.17,5.53,478.39,5
46:43.2,163.99,194.33,61.4,91.08,38.78,271.23,5
46:43.2,80.94,249.78,32.06,62.57,13.78,788.34,4
46:43.2,129.39,248.32,52.15,83.43,28.66,328.82,4
46:43.2,138.92,159.54,25.8,30.91,29.73,240.34,4
46:43.2,120.3,158.38,47.02,87.25,26.35,556.91,4
46:43.2,116.15,177.06,65.37,112.2,15.95,643.32,4
46:43.2,81.99,208.38,40.85,85.13,14.49,219.47,4
46:43.2,66.63,157.51,59.89,108.63,25.92,595.23,4
46:43.2,165.35,229.14,67.73,95.16,35.31,519.38,5
46:43.2,150.04,172.94,75.63,40.85,38.14,261.96,4
46:43.2,118.25,190.78,34.08,111.22,8.71,303.51,4
46:43.2,98.83,194.84,43.96,35.98,10.42,540.78,4
46:43.2,96.16,163.25,29.14,78.06,38.07,377.81,4
46:43.2,144.97,286.48,79.55,42.79,30.78,762.99,4
46:43.2,158.64,243.61,75.62,31.05,35.9,691.24,5
46:43.2,162.24,141.54,52.4,67.98,12.09,790.14,5
46:43.2,141.91,255.31,70.52,56.55,25.57,355.8,4
46:43.2,132.47,200.81,51.26,73.74,29.54,781.83,4
46:43.2,69.28,277.76,57.42,81.95,28.8,458.74,4
46:43.2,74.87,248.91,25.35,33.94,19.29,408.51,4
46:43.2,149.5,175.07,65.32,41.07,5.54,230.21,4
46:43.2,119.83,111.95,27.66,80.28,25.4,231.66,4
46:43.2,54.57,150.37,69.56,60.89,13.86,615.21,3
46:43.2,64.93,195.65,66.92,95.63,20.76,474.76,4
46:43.2,126.71,212.38,62.52,88.71,38.52,335.91,4
46:43.2,57.01,156.55,22.17,106.1,18.97,568.38,4
46:43.2,74.94,137.11,38.19,92.32,34.39,351.71,4
46:43.2,116.22,249.62,35.79,68.69,11.6,546.58,4
46:43.2,135.69,281.95,41.61,90.57,28.54,415.53,4
46:43.2,121.31,188.34,25.26,54.78,39.2,694.13,4
46:43.2,76.34,132.55,76.22,57.57,8.57,692.42,4
46:43.2,129.4,150.35,53.23,101.01,5.29,486.41,4
46:43.2,82.79,115.39,38.33,70.18,20.18,410.49,4
46:43.2,88.67,254.75,43.82,101.85,8.24,417.54,4
46:43.2,135.28,127.7,46.83,104.02,31.19,683.43,4
46:43.2,126.93,205.88,56.04,107.18,37.01,396.91,4
46:43.2,157.85,165.08,50.94,112.5,20.19,325.44,5
46:43.2,120.65,190.86,75.16,68.79,14.05,250.81,4
46:43.2,122.2,226.16,49.82,58.7,20.2,480.02,4
46:43.2,68.1,257.46,79.53,82.4,30.32,489.28,4
46:43.2,101.33,152.94,71.09,63.41,5.32,704.55,4
46:43.2,91,120.89,32.51,84.1,25.63,332.74,4
46:43.2,77.61,125.74,75.84,93.5,26.47,428.59,4
46:43.2,156.82,250.19,26.98,91.96,27.32,685.04,5
46:43.2,105.55,273.09,69.05,63.71,13.47,694.17,4
46:43.2,154.99,211.11,42.84,45.02,29.99,430.77,5
46:43.2,127.86,214.85,72.68,68.75,8.2,475.47,4
46:43.2,148.4,228.94,72.08,42.83,11.97,381.97,4
46:43.2,115.17,145.08,68.36,110.11,35.71,759.53,4
46:43.2,128.05,282,67.4,61.13,30.86,271.19,4
46:43.2,119.05,195.3,38.28,43.9,5.48,760.25,4
46:43.2,80.32,181.91,24.86,32.29,13.69,610.32,4
46:43.2,132.75,193.12,44.18,88.12,12.5,518.94,4
46:43.2,92.19,126.39,30.41,87.32,14.48,219.6,4
46:43.2,54.94,130.92,61.7,60.65,13.66,485.36,3
46:43.2,123.36,226.92,40.77,36.45,7.19,444.65,4
46:43.2,80.14,133.06,78.54,66.87,21.06,296.73,4
46:43.2,155.71,205.9,58.46,58.01,30.65,593.85,5
46:43.2,156.34,147.1,69.35,90.94,26.24,782.69,5
46:43.2,150.27,168.23,27.95,84.52,28.55,537.31,4
46:43.2,102.46,168.73,71.72,62.81,7.84,628.85,4
46:43.2,57.73,171.75,75.37,49.61,38.3,241.07,4
46:43.2,163.97,238.62,49.22,118.92,34.35,450.6,5
46:43.2,100.08,155.88,56.38,70.86,33.18,269.82,4
46:43.2,170.32,214.79,65.89,91.94,33.8,567.68,5
46:43.2,170.01,199.11,30.49,42.65,37.64,763.09,5
46:43.2,147.48,217.51,50.15,73.7,24.05,597.07,4
46:43.2,87.84,265.95,43.92,32.48,12.01,246.08,4
46:43.2,95.02,225.32,28.78,75.49,26.59,412.8,4
46:43.2,161.63,158.19,42.05,116.76,31,530.4,5
46:43.2,93.4,119.68,24.09,64.58,30.83,441.92,4
46:43.2,79.64,165.75,21.55,33.51,23.25,700.19,4
46:43.2,115.04,206.02,28.11,32.79,7.4,688.8,4
46:43.2,167.33,125.5,77.79,64.92,17.99,567.1,5
46:43.2,139.04,202.81,52.97,44.4,37.23,424.07,4
46:43.2,123.13,218.08,77.95,32.1,25.46,353.2,4
46:43.2,71.33,179.34,45.95,98.06,23.84,263.52,4
46:43.2,122.98,237.84,38.71,71.27,14.41,412.94,4
46:43.2,158.08,123.06,50.37,56.03,17.9,447.9,5
46:43.2,73.45,127.68,46.37,111.01,36.34,605.49,4
46:43.2,117.79,242.01,26.34,40.45,28.33,594.9,4
46:43.2,155.92,197.34,58.45,116.03,32.56,242.06,5
46:43.2,133.15,218.12,32.96,58.26,20.9,437.16,4
46:43.2,134.15,185.17,57.18,109.96,27.06,309.07,4
46:43.2,131.06,149.28,59.01,84.26,13.69,294.09,4
46:43.2,95.27,247.02,29.12,104.4,29.69,696.38,4
46:43.2,90.73,251.41,23.68,118.56,19.97,225.15,4
46:43.2,151.79,236.72,66.85,55.96,20.49,451.51,5
46:43.2,141.12,151.69,47.59,116.5,27.73,300.92,4
46:43.2,151.04,208.3,23.49,65.05,37.77,727.6,5
46:43.2,153.06,166.95,79.69,64.7,7.24,534.22,5
46:43.2,108.39,121.9,23.47,60.63,33.87,338.83,4
46:43.2,116.71,276.88,61.7,78.73,15.23,501.46,4
46:43.2,153.91,142.88,79.02,43.87,20.54,638.89,5
46:43.2,126.41,266.6,34.35,79.83,5.77,774.87,4
46:43.2,139.45,193.64,28.53,78.75,15.54,332.27,4
46:43.2,153.36,151.22,27.28,98.57,22.59,731.71,5
46:43.2,163.38,213.08,38.2,105.03,6.97,760.58,5
46:43.2,89.6,246.93,26.06,69.64,22.19,749.85,4
46:43.2,104.46,250.33,61.53,57.21,37.45,581.25,4
46:43.2,65.35,243.14,23.74,53.34,8.69,577.89,4
46:43.2,117.99,217.56,50.57,47.52,31.76,441.93,4
46:43.2,56.27,214.03,79.8,35.19,19.34,651.44,4
46:43.2,107.93,254.16,68.84,60.82,27.93,518.78,4
46:43.2,110.25,145.35,56.91,54.32,14.11,606.46,4
46:43.2,84.93,187.25,38.38,116.98,10.58,457.07,4
46:43.2,118.98,145.26,57.43,80.19,10.62,638.9,4
46:43.2,62.04,290.19,51.62,61.25,7.47,694.68,4
46:43.2,63.41,285.12,45.57,82.24,11.5,287.86,4
46:43.2,143.95,115.28,27.84,42.53,28.25,699.76,4
46:43.2,101.28,242.35,73.2,69.96,35.86,524.18,4
46:43.2,73.81,281.09,46.99,86.36,33.49,706.8,4
46:43.2,118.82,147.72,31.68,74,28.98,458.78,4
46:43.2,135.06,196.95,42.07,66.16,8.87,427.42,4
46:43.2,82.35,273.03,44.85,119.45,15.12,749.04,4
46:43.2,133.76,125.19,69.65,109.23,15.84,350.7,4
46:43.2,67.27,235.14,64.02,86.11,13.75,706.53,4
46:43.2,60.3,158.06,66.16,81.24,23.03,490.41,4
46:43.2,115.52,267.32,20.66,85.86,23.74,508.46,4
46:43.2,118.98,280.87,44.97,48.12,17.49,385.08,4
46:43.2,127.58,271.05,48.88,65.56,17.38,543.83,4
46:43.2,129.87,181.26,21.15,33.55,34,395.13,4
46:43.2,160.86,249.93,35.59,72.8,32.63,223.56,5
46:43.2,118.74,264.85,65.62,78.87,15.77,363.2,4
46:43.2,96.93,174.16,28.23,50.5,36.98,203.83,4
46:43.2,137.54,238.24,52.12,116.76,38.35,787.01,4
46:43.2,91.91,125.86,32.91,111.85,16.44,779.45,4
46:43.2,102.59,206.98,20.73,94.99,17.4,437.09,4
46:43.2,66.29,154.13,34.47,78,22.7,637.02,4
46:43.2,60.96,137.01,78.55,108.3,37.94,407.48,4
46:43.2,171.12,130.5,68.09,41.76,35.67,602.66,5
46:43.2,159.16,243.56,77.57,101.15,8.59,683.26,5
46:43.2,130.37,164.58,49.27,41.23,18.75,768.05,4
46:43.2,107.02,245.73,26.58,101.48,24.37,440.13,4
46:43.2,71.44,116.51,52.88,54.82,22.61,669.98,4
46:43.2,75.67,169.8,47.26,108.94,11.79,359.56,4
46:43.2,86.93,209.64,70.66,114.96,35.06,794.2,4
46:43.2,120.5,251.06,25.88,43.39,28.69,215.46,4
46:43.2,131.22,159.69,49.29,71.64,34.33,562.12,4
46:43.2,136.87,228.72,29,118.29,35.06,595.7,4
46:43.2,83.22,248.5,39.48,73.51,31.19,612.83,4
46:43.2,152.55,201.73,64.24,107.72,20.37,272.23,5
46:43.2,142.95,155.83,48.56,82.99,26.37,763.12,4
46:43.2,117.67,115.69,42.55,63.78,10.61,308.71,4
46:43.2,130.72,271.05,43.67,55.72,28.58,573.65,4
46:43.2,101.28,113.65,47.57,48.29,11.27,333.61,4
46:43.2,79.78,246.68,67.1,98.56,29.29,384.33,4
46:43.2,100.48,210.52,73.53,64.79,13.04,527.88,4
46:43.2,141.86,271.65,77.32,76.01,9.11,450.32,4
46:43.2,55.05,235.26,67.21,74.31,10.78,296.14,3
46:43.2,71.17,288.46,38.92,81.96,5.07,302.56,4
46:43.2,61.25,171.19,61.29,107.9,30.16,450.89,4
46:43.2,61.46,244.48,46.26,118.27,30.63,654.37,4
46:43.2,150.96,178.52,35.28,66.68,23.02,738.78,5
46:43.2,141.14,201.66,70.45,104.48,10.65,250.48,4
46:43.2,114.24,227.66,22.31,98.81,7.92,435.86,4
46:43.2,68.96,266.52,74.11,81.62,5.67,260.15,4
46:43.2,104.8,261.69,47.69,116.04,10.8,209.96,4
46:43.2,114.31,252.74,58.23,48.04,36.18,597.03,4
46:43.2,77.24,186.64,59.56,39.83,13.45,561.47,4
46:43.2,107.54,187.93,73.71,106.86,17.4,297.81,4
46:43.2,98.66,231.3,58.2,69.52,8.69,340.29,4
46:43.2,131.75,160.36,56.84,106.23,12.78,214.22,4
46:43.2,131.22,134.76,24,110.38,23.17,700.97,4
46:43.2,57.69,162.08,51.1,35.62,26.27,784.81,4
46:43.2,96.67,158.14,29.01,109.51,13.59,281.28,4
46:43.2,133.06,170.71,64.25,70.35,7.02,338.89,4
46:43.2,105.08,141.46,50.73,75.94,18.69,721.05,4
46:43.2,161.94,126.92,60.81,86.39,13.2,755.88,5
46:43.2,133.1,117.95,22.5,113.37,12.68,451.78,4
46:43.2,75.64,283.15,25.09,31.72,38.6,230.37,4
46:43.2,61.81,177.84,62.98,72.92,26.57,223.64,4
46:43.2,123.36,170.23,24.33,91.89,24.49,544.37,4
46:43.2,62.69,240.46,24.28,95.04,19.55,435.74,4
46:43.2,118.1,144.38,20.73,92.33,20.01,217.19,4
46:43.2,167.65,282.28,77.39,42.1,23.93,549.95,5
46:43.2,118.61,240.38,64.25,56.95,29.38,206.78,4
46:43.2,94.35,120.48,41.2,62.28,29.58,672.42,4
46:43.2,119.1,169.42,37.79,102.4,11.01,383.86,4
46:43.2,108,261.33,40.98,55.09,22.5,224.15,4
46:43.2,125.07,289.12,66.48,48.96,19.42,553.01,4
46:43.2,158.43,186.96,59.68,116.17,35.47,438.61,5
46:43.2,97.22,210.67,31.11,30.8,27.1,784.28,4
46:43.2,160.01,136.94,30.45,119.8,23.64,526.52,5
46:43.2,157.86,279.33,25.9,90.91,9.04,365.14,5
46:43.2,77.27,149.64,59.62,104.56,26.2,625.66,4
46:43.2,67.23,285.05,65.86,56.52,9.1,362.9,4
46:43.2,67.34,221.32,35.9,31.29,16.8,742.55,4
46:43.2,58.11,214.34,21.26,96.41,10,424.83,4
46:43.2,63.14,187.9,24.93,105.07,29.22,529.92,4
46:43.2,141.63,161.15,78.07,96.64,12.22,230.34,4
46:43.2,61.69,136.6,37.73,42.86,18.72,455.67,4
46:43.2,86.13,139.96,66.15,97.81,36.35,699.42,4
46:43.2,154.14,146.66,57.48,99.2,12.15,683.39,5
46:43.2,59.4,246.28,42.92,89.27,22.77,334.59,4
46:43.2,145.44,168.75,32.34,98.95,19.67,335.65,4
46:43.2,86.59,120.36,27.28,106.13,5.63,690.38,4
46:43.2,72.05,286,56.9,85.22,32.75,758.24,4
46:43.2,128.21,249.15,66.48,37.97,7.42,257.22,4
46:43.2,132.23,280.12,58.63,73.89,21.6,470.04,4
46:43.2,157.56,285.08,51.82,36.99,24.62,402.47,5
46:43.2,136.73,139.58,22.52,66.68,26.99,722.41,4
46:43.2,145.11,177.5,78.11,66.64,29.1,250.11,4
46:43.2,84.54,231.06,67.92,35.94,13.86,326.68,4
46:43.2,78.61,237.18,37.57,61.39,5.35,651.48,4
46:43.2,140.33,138.11,78.8,39.99,30.32,230.78,4
46:43.2,142.62,242.69,56.11,102.74,23.75,495.52,4
46:43.2,169.23,151.76,54.95,115.29,34.26,465.26,5
46:43.2,109.45,160.2,64.88,36.51,33.75,400.64,4
46:43.2,96.76,200.34,68.71,115.96,34.52,436.74,4
46:43.2,151.55,224.33,59.39,77.03,21.98,517.96,5
46:43.2,92.09,204.82,27.69,56.96,16.68,296.82,4
46:43.2,150.05,119.27,40.3,36.92,32.7,543.2,4
46:43.2,145.71,248.45,75.69,75.06,20.8,683.26,4
46:43.2,102.84,154.8,33.48,101.51,11.42,656.1,4
46:43.2,134.49,128.4,42.33,93.64,34.92,292.34,4
46:43.2,130.48,242.65,45.92,34.52,35.89,289.55,4
46:43.2,71.55,288.71,46.36,36.56,21.32,360.9,4
46:43.2,164.8,269.45,56.78,66.26,7.65,416.64,5
46:43.2,116.49,256.58,76.58,56.58,18.57,445.07,4
46:43.2,141.51,211.54,34.44,50.91,33.12,607.82,4
46:43.2,86.86,193.45,27.29,55.29,36.56,234.01,4
46:43.2,146.64,118.79,31.85,102.31,12.12,220.8,4
46:43.2,102.78,186.4,73.22,113.63,7.34,435.15,4
46:43.2,60.72,185.31,58.75,66.46,35.71,618.3,4
46:43.2,155.84,154.09,37.15,111.55,18.63,316.06,5
46:43.2,62.62,220.83,68.96,58.93,23.96,584.9,4
46:43.2,91.93,195.65,71.68,72.88,38.88,355.9,4
46:43.2,158.9,122.9,70.79,50.34,7.33,731.65,5
46:43.2,159.56,146.33,75.14,87.64,27.69,737.41,5
46:43.2,122.31,230.72,35.13,118.11,7.59,378.37,4
46:43.2,130.73,128.69,65.3,84.31,18.14,338,4
46:43.2,100.32,240.82,47.63,62.2,33.13,446.78,4
46:43.2,82.95,182.24,70.52,88.3,20.17,344.32,4
46:43.2,99.36,206.35,63.71,41.06,39.9,603.43,4
46:43.2,126.31,203.45,66.59,109.98,24.57,695.64,4
46:43.2,131.33,234.58,59.37,75.28,16.24,603.86,4
46:43.2,138.25,162.88,30.65,70.44,12.7,694.61,4
46:43.2,134.92,211.03,52.7,82.73,17.27,438.2,4
46:43.2,65.19,203.84,79.08,86.23,18.04,293.79,4
46:43.2,116.19,163.64,76.24,36.46,7.4,642.77,4
46:43.2,61.03,253.72,22.59,91.44,17.94,416.28,4
46:43.2,116.61,244.01,29.89,51.77,21.25,602.76,4
46:43.2,108.1,228.2,27.9,94.26,30.3,362.39,4
46:43.2,155.62,255.22,63.56,104.03,27.99,248.74,5
46:43.2,100.22,271.01,69.07,102.36,29.81,795.55,4
46:43.2,72.73,243.08,32.81,79.73,5.29,293.72,4
46:43.2,66.97,234.93,50.35,76.82,12.62,793.05,4
46:43.2,146.9,238.28,70.44,42.86,28.16,786.37,4
46:43.2,124.54,224.99,63.97,99.78,21.94,676.29,4
46:43.2,72.03,231.01,52.53,54.43,5.19,595.65,4
46:43.2,65.26,237.89,55.42,74.7,33.16,546.68,4
46:43.2,143.86,148.29,50.5,55.58,32.05,719.66,4
46:43.2,66.48,269.44,37.85,42.04,24.19,373.66,4
