timestamp,pm2_5,pm10,no2,o3,so2,co,aqi
2025-12-21 12:00:00,323.16,376.79,7.89,121.43,5.31,1153.14,5
2025-12-21 13:00:00,329.68,375.98,9.29,109.69,4.89,1219.49,5
2025-12-21 14:00:00,341.36,382.25,10.32,99.34,4.53,1314.55,5
2025-12-21 15:00:00,352.71,389.85,10.85,89.96,4.09,1414.69,5
2025-12-21 16:00:00,356.54,390.1,10.68,81.32,3.53,1479.17,5
2025-12-21 17:00:00,362.6,393.45,10.15,76.45,3.06,1537.62,5
2025-12-21 18:00:00,367.74,396.2,9.34,72.95,2.62,1571.79,5
2025-12-21 19:00:00,370.14,396.11,8.26,69.35,2.13,1574.2,5
2025-12-21 20:00:00,375.05,399.59,7.49,64.5,1.71,1590.9,5
2025-12-21 21:00:00,380.72,404.77,6.89,59.79,1.44,1614.87,5
2025-12-21 22:00:00,383.57,407.25,6.59,51.8,1.12,1634.27,5
2025-12-21 23:00:00,386.26,409.86,6.6,41.53,0.86,1657.76,5
2025-12-22 00:00:00,388.21,412.26,6.82,32.95,0.77,1682.75,5
2025-12-22 01:00:00,377.59,401.8,7.4,25.22,0.79,1725.88,5
2025-12-22 02:00:00,368.36,392.06,8.97,18.32,1.1,1833.84,5
2025-12-22 03:00:00,365.81,388.8,10.86,13.67,1.36,1968.43,5
2025-12-22 04:00:00,360.29,382.65,10.78,13.81,1.53,2032.69,5
2025-12-22 05:00:00,355.4,379.76,10.5,19.33,1.7,2091.27,5
2025-12-22 06:00:00,351.02,377.29,11.02,32.73,1.92,2124.55,5
2025-12-22 07:00:00,339.92,369.58,7.43,91.78,6.63,1723.3,5
2025-12-22 08:00:00,333.1,362.22,6.16,114.91,7.64,1607.99,5
2025-12-22 09:00:00,321.97,349.45,5.94,129.33,8.07,1547.47,5
2025-12-22 10:00:00,310.35,336.89,6.75,131.89,8.23,1505.83,5
2025-12-22 11:00:00,302.12,327.64,8.73,119.33,7.39,1513.89,5
2025-12-22 12:00:00,295.82,320.77,11.36,105.51,6.54,1548.96,5
2025-12-22 13:00:00,294.47,320.16,14.51,88.19,5.29,1632.08,5
2025-12-22 14:00:00,300.99,329.88,17.49,68.57,4.11,1782.61,5
2025-12-22 15:00:00,310.53,343.57,18.83,53.09,3.44,1927.24,5
2025-12-22 16:00:00,316.3,352.24,18.7,41.35,2.99,2017.0,5
2025-12-22 17:00:00,324.37,363.25,18.55,33.45,2.84,2111.75,5
2025-12-22 18:00:00,328.19,368.86,17.82,27.97,2.65,2172.08,5
2025-12-22 19:00:00,322.73,361.34,15.93,24.79,2.24,2162.44,5
2025-12-22 20:00:00,314.88,351.03,13.86,24.16,2.01,2134.8,5
2025-12-22 21:00:00,305.46,339.38,12.63,25.01,2.11,2130.35,5
2025-12-22 22:00:00,288.09,318.82,12.16,27.02,2.47,2095.75,5
2025-12-22 23:00:00,263.92,291.32,12.01,28.04,2.58,2023.69,5
2025-12-23 00:00:00,235.05,259.46,12.13,28.75,2.68,1916.64,5
2025-12-23 01:00:00,196.5,218.39,11.85,30.52,2.96,1722.31,5
2025-12-23 02:00:00,170.53,192.24,12.4,26.13,2.47,1624.22,5
2025-12-23 03:00:00,154.6,178.35,13.78,20.4,2.21,1604.78,5
2025-12-23 04:00:00,142.45,169.07,12.09,21.2,2.13,1596.15,5
2025-12-23 05:00:00,131.77,161.22,10.35,33.01,2.29,1546.17,5
2025-12-23 06:00:00,125.08,156.09,9.42,59.77,2.82,1427.67,5
2025-12-23 07:00:00,96.6,126.19,5.9,101.91,6.4,998.32,5
2025-12-23 08:00:00,91.43,121.09,3.97,122.36,7.41,843.72,5
2025-12-23 09:00:00,90.84,120.25,3.21,132.61,7.43,784.01,5
2025-12-23 10:00:00,92.36,121.71,4.25,121.68,6.34,773.14,5
2025-12-23 11:00:00,97.42,128.24,7.4,101.17,4.94,834.28,5
2025-12-23 12:00:00,103.03,136.32,12.21,85.99,4.25,929.77,5
2025-12-23 13:00:00,108.86,144.96,16.58,75.95,3.97,1034.01,5
2025-12-23 14:00:00,115.95,154.76,19.05,70.53,3.87,1133.11,5
2025-12-23 15:00:00,122.39,163.28,19.93,66.63,3.76,1210.01,5
2025-12-23 16:00:00,125.04,166.6,19.78,60.65,3.31,1244.81,5
2025-12-23 17:00:00,128.6,171.9,20.13,53.31,2.81,1305.06,5
2025-12-23 18:00:00,129.99,174.58,20.19,47.59,2.37,1343.87,5
2025-12-23 19:00:00,125.41,169.03,18.94,44.01,1.84,1315.19,5
2025-12-23 20:00:00,120.06,162.38,17.51,40.73,1.42,1284.25,5
2025-12-23 21:00:00,114.23,155.43,16.0,38.07,1.16,1245.87,5
2025-12-23 22:00:00,106.86,146.94,14.56,35.9,0.99,1196.75,5
2025-12-23 23:00:00,98.84,138.1,13.26,35.48,0.92,1145.7,5
2025-12-24 00:00:00,90.32,128.93,12.05,36.6,0.91,1082.73,5
2025-12-24 01:00:00,81.32,119.64,11.05,38.43,1.01,1015.0,5
2025-12-24 02:00:00,74.87,114.91,11.28,39.09,1.36,979.42,4
2025-12-24 03:00:00,70.14,113.47,12.21,40.65,1.8,962.23,4
2025-12-24 04:00:00,65.28,111.85,10.75,48.03,2.2,926.53,4
2025-12-24 05:00:00,63.08,112.44,9.27,57.89,2.55,893.17,4
2025-12-24 06:00:00,62.41,113.81,7.79,76.39,2.91,825.55,4
2025-12-24 07:00:00,54.68,106.19,4.95,105.13,3.39,644.1,4
2025-12-24 08:00:00,59.24,110.97,3.68,119.74,3.29,600.9,4
2025-12-24 09:00:00,64.03,115.48,3.14,127.81,3.12,592.89,4
2025-12-24 10:00:00,67.62,117.34,4.43,116.49,2.89,623.0,4
2025-12-24 11:00:00,73.82,123.34,7.96,95.52,2.79,706.24,4
2025-12-24 12:00:00,78.37,129.04,13.59,78.52,2.9,806.77,5
2025-12-24 13:00:00,83.33,136.28,19.17,64.95,3.15,921.47,5
2025-12-24 14:00:00,90.89,147.61,23.23,54.5,3.37,1049.67,5
2025-12-24 15:00:00,99.94,160.57,26.12,45.72,3.47,1181.32,5
2025-12-24 16:00:00,106.58,168.76,27.27,37.84,3.26,1272.2,5
2025-12-24 17:00:00,114.32,178.21,28.09,31.76,3.04,1367.24,5
2025-12-24 18:00:00,120.98,185.06,28.36,26.92,2.66,1435.14,5
2025-12-24 19:00:00,122.78,183.55,27.07,23.5,2.05,1435.04,5
2025-12-24 20:00:00,124.3,182.64,25.6,21.22,1.7,1432.26,5
2025-12-24 21:00:00,127.1,184.71,24.84,18.91,1.5,1449.94,5
2025-12-24 22:00:00,130.81,189.0,24.65,16.55,1.38,1479.86,5
2025-12-24 23:00:00,134.88,194.1,24.35,14.59,1.31,1509.63,5
2025-12-25 00:00:00,138.67,198.53,23.89,13.04,1.31,1527.76,5
2025-12-25 01:00:00,141.51,201.74,23.39,11.17,1.38,1542.63,5
2025-12-25 02:00:00,147.54,210.28,23.64,7.79,1.78,1607.9,5
2025-12-25 03:00:00,155.44,222.28,23.14,5.09,2.19,1715.89,5
2025-12-25 04:00:00,157.76,227.79,16.87,11.48,2.33,1776.17,5
2025-12-25 05:00:00,158.21,231.44,15.38,23.21,2.58,1776.69,5
2025-12-25 06:00:00,165.86,243.13,15.69,50.03,3.12,1743.81,5
2025-12-25 07:00:00,133.84,217.96,7.26,126.53,9.8,1077.24,5
2025-12-25 08:00:00,127.45,216.08,4.53,144.85,9.6,903.21,5
2025-12-25 09:00:00,129.46,222.81,3.68,153.37,9.18,854.02,5
2025-12-25 10:00:00,138.62,235.32,5.2,140.27,7.77,911.02,5
2025-12-25 11:00:00,148.55,248.63,8.82,116.63,6.17,1006.89,5
2025-12-25 12:00:00,156.26,261.84,14.08,100.82,5.83,1103.79,5
2025-12-25 13:00:00,162.36,273.95,18.58,90.08,6.28,1195.54,5
2025-12-25 14:00:00,169.77,288.91,21.08,81.56,6.66,1279.46,5
2025-12-25 15:00:00,176.4,302.11,22.14,73.76,6.79,1349.55,5
2025-12-25 16:00:00,178.22,305.1,21.77,66.12,6.32,1372.37,5
2025-12-25 17:00:00,180.8,306.87,21.22,58.97,5.42,1395.07,5
2025-12-25 18:00:00,182.97,305.7,20.71,51.58,4.27,1409.92,5
2025-12-25 19:00:00,180.32,296.02,19.49,44.78,3.11,1378.28,5
2025-12-25 20:00:00,179.69,289.76,18.42,40.93,2.77,1352.91,5
2025-12-25 21:00:00,181.99,287.07,17.85,38.89,2.94,1349.28,5
2025-12-25 22:00:00,186.25,286.96,17.73,37.35,3.28,1360.15,5
2025-12-25 23:00:00,190.68,287.18,17.7,34.75,3.32,1378.31,5
2025-12-26 00:00:00,193.25,284.7,17.67,31.83,3.24,1387.75,5
2025-12-26 01:00:00,193.97,279.78,17.56,27.48,2.87,1389.0,5
2025-12-26 02:00:00,196.43,278.34,18.7,20.57,2.34,1439.19,5
2025-12-26 03:00:00,197.77,275.94,20.62,13.29,2.02,1520.32,5
2025-12-26 04:00:00,191.9,265.3,16.31,17.0,1.85,1553.43,5
2025-12-26 05:00:00,185.48,258.01,13.99,28.42,1.98,1550.0,5
2025-12-26 06:00:00,184.56,259.11,13.34,52.34,2.23,1507.56,5
2025-12-26 07:00:00,135.06,214.97,7.39,115.71,8.86,818.72,5
2025-12-26 08:00:00,129.53,209.54,6.8,125.25,12.47,665.06,5
2025-12-26 09:00:00,131.93,211.1,6.6,132.05,13.78,624.77,5
2025-12-26 10:00:00,141.56,220.33,8.34,137.78,14.43,673.47,5
2025-12-26 11:00:00,152.7,231.49,12.93,140.81,15.49,778.48,5
2025-12-26 12:00:00,165.21,244.22,19.31,136.85,16.77,892.94,5
2025-12-26 13:00:00,176.93,256.35,23.69,129.09,17.9,1011.89,5
2025-12-26 14:00:00,191.27,272.87,26.13,124.14,19.2,1130.82,5
2025-12-26 15:00:00,204.98,289.05,26.45,120.08,20.55,1226.94,5
2025-12-26 16:00:00,213.56,297.47,24.83,115.44,21.28,1268.23,5
2025-12-26 17:00:00,223.22,306.81,23.41,112.33,21.93,1310.39,5
2025-12-26 18:00:00,230.93,312.96,22.43,108.43,22.17,1336.84,5
2025-12-26 19:00:00,233.41,311.15,20.83,103.82,21.63,1330.15,5
2025-12-26 20:00:00,236.02,309.27,18.67,101.6,21.09,1320.63,5
2025-12-26 21:00:00,238.45,307.2,16.6,99.84,20.39,1313.96,5
2025-12-26 22:00:00,238.69,303.27,14.59,94.8,18.62,1295.51,5
2025-12-26 23:00:00,241.72,304.02,13.09,88.75,16.9,1286.47,5
2025-12-27 00:00:00,244.99,306.05,12.11,80.33,14.71,1286.2,5
2025-12-27 01:00:00,248.03,308.81,11.59,66.52,10.76,1298.91,5
2025-12-27 02:00:00,255.07,317.75,12.65,50.89,7.46,1360.63,5
2025-12-27 03:00:00,263.42,328.78,15.01,35.62,5.29,1462.2,5
2025-12-27 04:00:00,262.8,328.42,13.92,29.24,3.81,1510.91,5
2025-12-27 05:00:00,257.3,322.53,11.73,37.0,3.16,1509.37,5
2025-12-27 06:00:00,254.72,320.72,10.58,60.4,3.15,1467.3,5
2025-12-27 07:00:00,173.08,242.76,5.14,121.05,7.57,861.48,5
2025-12-27 08:00:00,155.77,226.53,4.06,130.02,8.03,730.1,5
2025-12-27 09:00:00,152.15,223.87,3.89,133.97,7.93,688.08,5
2025-12-27 10:00:00,156.64,228.67,5.17,123.03,6.86,719.65,5
2025-12-27 11:00:00,162.8,234.25,7.95,102.88,5.48,788.22,5
2025-12-27 12:00:00,166.45,238.59,11.66,87.93,4.89,858.42,5
2025-12-27 13:00:00,169.6,243.29,14.83,77.27,4.84,928.8,5
2025-12-27 14:00:00,174.96,251.05,16.82,69.07,4.95,1005.94,5
2025-12-27 15:00:00,182.43,261.13,17.96,61.51,5.09,1086.39,5
2025-12-27 16:00:00,190.07,270.11,18.5,54.3,5.16,1156.2,5
2025-12-27 17:00:00,201.19,284.34,19.22,48.77,5.37,1242.07,5
2025-12-27 18:00:00,212.61,299.44,19.9,44.21,5.46,1327.08,5
2025-12-27 19:00:00,219.27,307.76,19.81,40.48,5.29,1367.93,5
2025-12-27 20:00:00,226.18,317.04,19.3,38.3,5.14,1396.96,5
2025-12-27 21:00:00,232.28,325.85,18.44,36.73,5.09,1415.87,5
2025-12-27 22:00:00,236.54,333.35,18.01,36.21,5.34,1430.87,5
2025-12-27 23:00:00,241.84,342.33,18.09,37.45,5.84,1455.84,5
2025-12-28 00:00:00,246.05,348.98,18.05,38.68,6.27,1471.35,5
2025-12-28 01:00:00,249.07,353.03,18.13,38.87,6.64,1481.28,5
2025-12-28 02:00:00,254.91,361.07,19.57,36.38,7.21,1512.12,5
2025-12-28 03:00:00,260.78,367.16,21.48,29.65,7.03,1563.73,5
2025-12-28 04:00:00,256.44,354.21,15.72,24.38,3.41,1553.01,5
2025-12-28 05:00:00,248.81,341.0,11.93,31.54,2.47,1517.06,5
2025-12-28 06:00:00,245.4,336.16,10.66,54.92,2.64,1456.24,5
2025-12-28 07:00:00,183.97,277.09,5.08,120.62,8.11,893.47,5
2025-12-28 08:00:00,162.89,249.82,4.37,129.73,10.62,730.33,5
2025-12-28 09:00:00,158.45,241.53,4.57,134.48,12.83,672.01,5
2025-12-28 10:00:00,164.09,245.28,6.18,132.13,13.19,701.42,5
2025-12-28 11:00:00,174.56,254.93,9.73,129.93,13.75,772.91,5
2025-12-28 12:00:00,183.63,263.47,14.22,126.87,14.88,853.46,5
2025-12-28 13:00:00,191.44,271.55,17.33,122.99,15.79,942.59,5
2025-12-28 14:00:00,203.98,285.82,18.94,119.78,16.41,1036.41,5
2025-12-28 15:00:00,217.71,301.5,19.24,116.47,16.76,1126.61,5
2025-12-28 16:00:00,226.94,310.61,18.53,110.17,16.33,1181.14,5
2025-12-28 17:00:00,236.73,320.92,18.18,103.25,15.79,1249.5,5
2025-12-28 18:00:00,246.77,331.52,18.22,94.58,14.83,1325.56,5
2025-12-28 19:00:00,252.88,335.41,17.68,82.28,11.52,1374.33,5
2025-12-28 20:00:00,262.26,344.24,17.6,72.65,10.11,1442.95,5
2025-12-28 21:00:00,274.36,356.76,17.85,64.66,9.73,1527.21,5
2025-12-28 22:00:00,287.73,370.19,18.25,57.32,9.55,1622.95,5
2025-12-28 23:00:00,303.87,386.15,18.96,51.75,9.54,1740.4,5
2025-12-29 00:00:00,318.27,398.67,19.74,47.22,9.46,1850.11,5
2025-12-29 01:00:00,331.71,408.87,20.46,41.55,9.03,1943.24,5
2025-12-29 02:00:00,346.75,416.87,22.03,31.94,8.13,2069.2,5
2025-12-29 03:00:00,359.42,422.2,24.02,20.57,6.14,2206.79,5
2025-12-29 04:00:00,355.14,408.33,21.17,16.17,3.45,2246.05,5
2025-12-29 05:00:00,343.29,397.94,16.91,22.16,2.76,2223.57,5
2025-12-29 06:00:00,334.84,391.95,14.9,41.81,2.55,2156.31,5
2025-12-29 07:00:00,244.12,299.13,5.82,125.24,6.11,1264.31,5
2025-12-29 08:00:00,219.75,274.21,3.85,140.66,6.97,1047.84,5
2025-12-29 09:00:00,216.79,271.95,3.34,148.4,7.12,1002.52,5
2025-12-29 10:00:00,228.42,285.82,5.27,140.22,6.84,1067.44,5
2025-12-29 11:00:00,245.21,305.25,9.81,134.12,7.59,1182.9,5
2025-12-29 12:00:00,257.88,320.43,15.48,128.62,8.76,1307.13,5
2025-12-29 13:00:00,272.93,338.13,19.91,121.91,10.09,1451.46,5
2025-12-29 14:00:00,291.29,360.22,22.38,117.85,11.46,1597.3,5
2025-12-29 15:00:00,308.72,381.16,22.83,114.3,12.73,1716.92,5
2025-12-29 16:00:00,318.55,391.5,21.5,108.34,12.98,1774.35,5
2025-12-29 17:00:00,329.43,403.15,20.39,102.74,12.77,1826.7,5
2025-12-29 18:00:00,339.09,412.52,19.56,96.1,12.14,1857.57,5
2025-12-29 19:00:00,342.35,412.98,17.8,83.65,9.98,1824.4,5
2025-12-29 20:00:00,348.99,417.26,16.52,78.46,9.39,1811.18,5
2025-12-29 21:00:00,359.16,426.09,15.62,75.13,9.22,1831.44,5
2025-12-29 22:00:00,369.83,435.46,15.15,69.85,8.96,1874.03,5
2025-12-29 23:00:00,381.9,446.25,14.94,62.95,8.5,1917.04,5
2025-12-30 00:00:00,391.73,453.94,14.44,54.07,7.37,1939.63,5
2025-12-30 01:00:00,400.25,459.22,13.57,41.02,4.29,1962.52,5
2025-12-30 02:00:00,409.29,461.43,14.42,30.25,2.87,2026.85,5
2025-12-30 03:00:00,414.71,457.27,16.52,23.6,2.25,2104.57,5
2025-12-30 04:00:00,404.12,442.04,15.63,27.01,1.95,2089.63,5
2025-12-30 05:00:00,389.92,433.28,13.04,37.12,2.02,2042.59,5
2025-12-30 06:00:00,379.25,427.32,11.06,59.41,2.19,1977.34,5
2025-12-30 07:00:00,259.7,315.18,4.55,136.42,5.79,1175.23,5
2025-12-30 08:00:00,233.23,289.22,3.3,148.76,6.31,995.41,5
2025-12-30 09:00:00,230.06,286.07,3.16,152.79,6.43,961.08,5
2025-12-30 10:00:00,235.9,293.05,4.96,134.17,5.67,1004.64,5
2025-12-30 11:00:00,246.28,305.76,8.63,108.28,4.82,1101.99,5
2025-12-30 12:00:00,255.99,318.77,13.5,94.8,5.14,1211.59,5
2025-12-30 13:00:00,269.27,336.38,17.68,87.87,6.06,1334.7,5
2025-12-30 14:00:00,287.21,359.85,19.85,81.03,6.77,1466.95,5
2025-12-30 15:00:00,305.2,383.35,20.76,74.29,7.26,1601.61,5
2025-12-30 16:00:00,317.8,398.7,20.49,65.79,7.26,1696.78,5
2025-12-30 17:00:00,332.52,416.36,19.67,54.08,6.33,1798.14,5
2025-12-30 18:00:00,345.46,430.5,18.51,41.24,4.45,1882.81,5
2025-12-30 19:00:00,348.87,430.94,16.63,30.3,2.43,1903.9,5
2025-12-30 20:00:00,354.25,433.7,15.1,23.66,1.56,1936.54,5
2025-12-30 21:00:00,361.2,438.49,13.96,19.13,1.19,1982.4,5
2025-12-30 22:00:00,364.75,439.83,12.97,16.03,1.01,2015.36,5
2025-12-30 23:00:00,368.32,441.43,12.18,14.72,0.98,2035.34,5
2025-12-31 00:00:00,372.91,442.86,11.67,14.75,1.0,2055.33,5
2025-12-31 01:00:00,376.62,442.43,11.61,16.05,1.12,2074.61,5
2025-12-31 02:00:00,380.79,443.43,12.79,18.8,1.63,2110.62,5
2025-12-31 03:00:00,379.17,439.01,14.3,28.22,2.45,2114.49,5
2025-12-31 04:00:00,335.08,391.75,10.92,72.73,6.09,1775.44,5
2025-12-31 05:00:00,308.66,359.54,10.01,81.73,6.74,1605.05,5
2025-12-31 06:00:00,288.55,335.8,9.02,90.33,7.39,1467.86,5
2025-12-31 07:00:00,244.42,285.21,8.04,108.4,10.87,1199.94,5
2025-12-31 08:00:00,226.0,259.67,7.64,112.89,10.92,1089.36,5
2025-12-31 09:00:00,229.16,259.09,7.68,112.71,9.84,1110.34,5
2025-12-31 10:00:00,237.59,265.16,8.95,105.04,9.83,1196.11,5
2025-12-31 11:00:00,245.15,270.22,11.22,92.53,9.54,1308.63,5
2025-12-31 12:00:00,252.41,275.2,14.21,80.82,8.84,1430.81,5
2025-12-31 13:00:00,262.75,285.35,17.01,70.31,7.18,1550.1,5
2025-12-31 14:00:00,272.13,295.05,18.46,60.62,5.8,1635.01,5
2025-12-31 15:00:00,272.21,293.08,18.11,53.62,4.82,1658.44,5
2025-12-31 16:00:00,259.28,277.16,16.09,50.82,4.1,1580.73,5
2025-12-31 17:00:00,242.67,258.0,13.64,51.86,3.81,1467.71,5
2025-12-31 18:00:00,227.77,241.08,11.56,54.34,3.77,1347.13,5
2025-12-31 19:00:00,217.03,228.94,9.69,54.4,3.34,1240.3,5
2025-12-31 20:00:00,215.8,227.88,8.96,46.78,2.49,1203.79,5
2025-12-31 21:00:00,219.8,232.36,8.48,39.72,2.09,1197.62,5
2025-12-31 22:00:00,226.86,239.92,8.3,32.94,1.82,1222.38,5
2025-12-31 23:00:00,233.97,246.64,8.19,26.34,1.39,1262.24,5
2026-01-01 00:00:00,239.55,250.75,8.19,20.66,1.11,1300.78,5
2026-01-02 01:00:00,273.28,283.46,26.45,0.93,2.51,2728.37,5
2026-01-02 02:00:00,266.29,277.71,26.4,0.97,3.03,2722.74,5
2026-01-02 03:00:00,264.0,276.5,27.46,0.63,3.42,2781.95,5
2026-01-02 04:00:00,250.18,262.87,27.93,0.44,3.38,2832.1,5
2026-01-02 05:00:00,225.74,239.92,27.33,0.76,3.27,2846.84,5
2026-01-02 06:00:00,199.46,214.9,27.37,2.49,3.42,2823.42,5
2026-01-02 07:00:00,138.24,148.85,16.85,36.4,10.75,1842.1,5
2026-01-02 08:00:00,120.81,130.65,13.45,47.68,10.79,1607.22,5
2026-01-02 09:00:00,105.58,114.67,11.61,56.66,10.04,1465.5,5
2026-01-02 10:00:00,105.74,116.31,10.97,63.49,8.36,1420.45,5
2026-01-02 11:00:00,119.94,134.2,13.86,62.34,7.73,1491.38,5
2026-01-02 12:00:00,130.04,147.43,19.0,57.9,8.41,1579.67,5
2026-01-02 13:00:00,139.17,159.49,24.68,48.76,9.33,1703.06,5
2026-01-02 14:00:00,151.19,174.8,28.08,36.29,8.79,1839.22,5
2026-01-02 15:00:00,163.29,189.6,28.94,25.4,6.84,1961.84,5
2026-01-02 16:00:00,168.21,194.98,28.12,18.0,5.1,2014.23,5
2026-01-02 17:00:00,172.87,200.38,27.83,14.98,5.25,2061.61,5
2026-01-02 18:00:00,178.67,207.1,27.99,13.68,5.48,2098.85,5
